lineage,taxon,level1,level2,plankton
/not-living/artefact/badfocus,badfocus,badfocus,artefact,FALSE
/not-living/artefact/bubble,bubble,bubble,artefact,FALSE
/not-living/detritus/dark,dark,dark,detritus,FALSE
/not-living/detritus/fiber,fiber,fiber,detritus,FALSE
/not-living/detritus/light,light,light,detritus,FALSE
/not-living/plastic/other/rods/darkrods,darkrods,darkrods,darkrods,FALSE
/not-living/plastic/other/rods/lightrods,lightrods,lightrods,lightrods,FALSE
/temporary/ball_bearing_like,ball_bearing_like,ball_bearing_like,other_living,FALSE
/temporary/contrasted_blob,contrasted_blob,contrasted_blob,other_living,FALSE
/temporary/dinophyceae_shape,dinophyceae_shape,dinophyceae_shape,other_living,FALSE
/temporary/Dinophyceae/polar_view,polar_view<Dinophyceae,polar_view,other_living,FALSE
/temporary/transparent_u,transparent_u,transparent_u,other_living,FALSE
